instance_id,source,gold_label,predicted_verdict,raw_verdict,explanation,confidence,raw_response,prompt_tokens,completion_tokens,cost_usd,latency_seconds,n_search_invocations,search_queries,triage_route,metadata_agent_called,db_source_matched,error
10,neurips,fabricated,valid,valid,"This appears to correspond to a real 2024 arXiv preprint with arXiv ID 2406.07887 titled ""An empirical study of state space models for large language modeling"" by Tri Dao and collaborators including Albert Gu, Christopher Manning, and Christopher Ré. The listed metadata are mutually consistent, with only minor cosmetic differences such as the missing accent in Ré.",medium,"{
  ""classification"": ""valid"",
  ""reasoning"": ""This appears to correspond to a real 2024 arXiv preprint with arXiv ID 2406.07887 titled \""An empirical study of state space models for large language modeling\"" by Tri Dao and collaborators including Albert Gu, Christopher Manning, and Christopher Ré. The listed metadata are mutually consistent, with only minor cosmetic differences such as the missing accent in Ré."",
  ""confidence"": ""medium""
}",473,622,0.021025,27.339,0,[],,False,,
11,s2_real,valid,fabricated,fabricated,"The title ""Education Silent Abstracts"" appears to be a generic conference-abstract section heading in In Vitro Cellular & Developmental Biology - Animal rather than a normal authored paper. The specific author list given is unlikely to correspond to that DOI/title, suggesting the citation fields were incorrectly synthesized.",medium,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The title \""Education Silent Abstracts\"" appears to be a generic conference-abstract section heading in In Vitro Cellular & Developmental Biology - Animal rather than a normal authored paper. The specific author list given is unlikely to correspond to that DOI/title, suggesting the citation fields were incorrectly synthesized."",
  ""confidence"": ""medium""
}",490,605,0.0206,21.914,0,[],,False,,
12,iclr2026,fabricated,valid,valid,"This appears to be a real ICLR 2020 paper with the title 'Defense against adversarial attacks using spectral regularization' by Dinghuai Zhang, Yang Song, Inderjit Dhillon, and Eric Xing. ICLR papers commonly lack DOIs, so the missing DOI/arXiv fields are not suspicious.",medium,"{
  ""classification"": ""valid"",
  ""reasoning"": ""This appears to be a real ICLR 2020 paper with the title 'Defense against adversarial attacks using spectral regularization' by Dinghuai Zhang, Yang Song, Inderjit Dhillon, and Eric Xing. ICLR papers commonly lack DOIs, so the missing DOI/arXiv fields are not suspicious."",
  ""confidence"": ""medium""
}",435,611,0.020505,23.774,0,[],,False,,
13,s2_real,valid,valid,valid,The DOI has the correct Routledge/Taylor & Francis book-chapter format and is consistent with a 2016 chapter-length work on pages 203–224. The title and authors are plausible and mutually consistent with such a chapter; the missing venue/book title is an incomplete citation rather than evidence of fabrication.,medium,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The DOI has the correct Routledge/Taylor & Francis book-chapter format and is consistent with a 2016 chapter-length work on pages 203–224. The title and authors are plausible and mutually consistent with such a chapter; the missing venue/book title is an incomplete citation rather than evidence of fabrication."",
  ""confidence"": ""medium""
}",434,515,0.01762,21.952,0,[],,False,,
14,s2_real,valid,fabricated,fabricated,"The reference is too underspecified for an in-proceedings item: it gives no conference/venue, DOI, or arXiv ID, and the very generic Spanish title with a single author does not correspond to a readily recognizable 2018 paper. This combination suggests a synthesized or incomplete citation rather than a verifiable published proceeding.",low,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The reference is too underspecified for an in-proceedings item: it gives no conference/venue, DOI, or arXiv ID, and the very generic Spanish title with a single author does not correspond to a readily recognizable 2018 paper. This combination suggests a synthesized or incomplete citation rather than a verifiable published proceeding."",
  ""confidence"": ""low""
}",416,385,0.01363,14.027,0,[],,False,,
15,neurips,fabricated,fabricated,fabricated,"The title is a real arXiv whitepaper, but it is by Raghuraman Krishnamoorthi and is associated with a different arXiv identifier, not the listed Hubara/Courbariaux/Soudry/El-Yaniv/Bengio authorship. The provided arXiv ID 1612.01462 and author list correspond to different low-precision/quantization work, so the fields are inconsistent.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The title is a real arXiv whitepaper, but it is by Raghuraman Krishnamoorthi and is associated with a different arXiv identifier, not the listed Hubara/Courbariaux/Soudry/El-Yaniv/Bengio authorship. The provided arXiv ID 1612.01462 and author list correspond to different low-precision/quantization work, so the fields are inconsistent."",
  ""confidence"": ""high""
}",478,572,0.01955,20.987,0,[],,False,,
16,iclr2026,fabricated,valid,valid,"This appears to be a real 2024 article by Piotr Jukiewicz in the journal Education and Information Technologies with the listed title. The author, year, venue, and title are mutually consistent; the missing DOI does not by itself indicate fabrication.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""This appears to be a real 2024 article by Piotr Jukiewicz in the journal Education and Information Technologies with the listed title. The author, year, venue, and title are mutually consistent; the missing DOI does not by itself indicate fabrication."",
  ""confidence"": ""high""
}",417,232,0.009045,8.191,0,[],,False,,
17,iclr2026,fabricated,fabricated,fabricated,"The title corresponds to a real AISTATS 2020/PMLR paper, but the listed authors are not the correct author list; the known paper is by Xuechen Li, Ting-Kam Leonard Wong, Ricky T. Q. Chen, and David Duvenaud. The venue is plausible, but the author list inconsistency makes the reference fabricated under the audit rules.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The title corresponds to a real AISTATS 2020/PMLR paper, but the listed authors are not the correct author list; the known paper is by Xuechen Li, Ting-Kam Leonard Wong, Ricky T. Q. Chen, and David Duvenaud. The venue is plausible, but the author list inconsistency makes the reference fabricated under the audit rules."",
  ""confidence"": ""high""
}",500,554,0.01912,25.296,0,[],,False,,
18,neurips,fabricated,valid,valid,"The arXiv identifier arXiv:2303.08603 is consistent with a 2023 arXiv preprint, and the title/authors given match a plausible real quantitative finance paper on market making. With no DOI or formal venue claimed, there are no evident inconsistencies among the provided fields.",medium,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The arXiv identifier arXiv:2303.08603 is consistent with a 2023 arXiv preprint, and the title/authors given match a plausible real quantitative finance paper on market making. With no DOI or formal venue claimed, there are no evident inconsistencies among the provided fields."",
  ""confidence"": ""medium""
}",443,415,0.014665,16.993,0,[],,False,,
19,neurips,fabricated,fabricated,fabricated,"I do not recognize a real journal article with this generic title and the authors M. Garcia and A. Thompson, and the venue 'Journal of Legal Technology' with volume 7(1) in 2024 does not match a well-established, readily identifiable publication in my knowledge. The lack of DOI or other identifier combined with the generic title/authors suggests a synthesized citation rather than a transcribed real paper.",medium,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""I do not recognize a real journal article with this generic title and the authors M. Garcia and A. Thompson, and the venue 'Journal of Legal Technology' with volume 7(1) in 2024 does not match a well-established, readily identifiable publication in my knowledge. The lack of DOI or other identifier combined with the generic title/authors suggests a synthesized citation rather than a transcribed real paper."",
  ""confidence"": ""medium""
}",414,273,0.01026,10.642,0,[],,False,,
20,s2_real,valid,valid,valid,"The paper ""Ascending-Price Algorithms for Unknown Markets"" by Xiaohui Bei, Jugal Garg, and Martin Hoefer is a real article in ACM Transactions on Algorithms around 2019. The DOI 10.1145/3319394 is consistent with an ACM TALG article, and the volume/year details match.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The paper \""Ascending-Price Algorithms for Unknown Markets\"" by Xiaohui Bei, Jugal Garg, and Martin Hoefer is a real article in ACM Transactions on Algorithms around 2019. The DOI 10.1145/3319394 is consistent with an ACM TALG article, and the volume/year details match."",
  ""confidence"": ""high""
}",473,225,0.009115,8.62,0,[],,False,,
21,neurips,fabricated,valid,valid,"This appears to correspond to a real CVPR 2021 Workshops paper, with the title, author list, venue, year, and page range mutually consistent. The absence of DOI or arXiv ID is not suspicious for a CVPR Workshops proceeding.",medium,"{
  ""classification"": ""valid"",
  ""reasoning"": ""This appears to correspond to a real CVPR 2021 Workshops paper, with the title, author list, venue, year, and page range mutually consistent. The absence of DOI or arXiv ID is not suspicious for a CVPR Workshops proceeding."",
  ""confidence"": ""medium""
}",477,597,0.020295,24.487,0,[],,False,,
22,neurips,fabricated,fabricated,fabricated,"The venue details are inconsistent with Quantum's publication format and numbering: Quantum volume 6 in 2022 used article numbers in the hundreds, not an identifier like ""e119"". I do not recognize this exact title/authorship as a Quantum 2022 paper, and the combination appears synthesized rather than transcribed from a real publication.",medium,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The venue details are inconsistent with Quantum's publication format and numbering: Quantum volume 6 in 2022 used article numbers in the hundreds, not an identifier like \""e119\"". I do not recognize this exact title/authorship as a Quantum 2022 paper, and the combination appears synthesized rather than transcribed from a real publication."",
  ""confidence"": ""medium""
}",438,615,0.02064,25.07,0,[],,False,,
23,neurips,fabricated,fabricated,fabricated,"This does not match a known CVPR 2022 paper, and the title/authors appear generic rather than corresponding to an actual CVPR publication. The DOI format is also suspicious for CVPR 2022; IEEE CVPR DOIs typically include the conference identifier rather than `10.1109/CVPR.2022.001234`, and the provided URL/document number is malformed.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""This does not match a known CVPR 2022 paper, and the title/authors appear generic rather than corresponding to an actual CVPR publication. The DOI format is also suspicious for CVPR 2022; IEEE CVPR DOIs typically include the conference identifier rather than `10.1109/CVPR.2022.001234`, and the provided URL/document number is malformed."",
  ""confidence"": ""high""
}",491,195,0.008305,6.761,0,[],,False,,
24,s2_real,valid,fabricated,fabricated,"The title, venue, year, and DOI correspond to a real Scientific Reports paper, DOI 10.1038/srep35356. However, the third author is correctly G. C. La Rocca, not G. C. Rocca, so the provided author list is incorrect.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The title, venue, year, and DOI correspond to a real Scientific Reports paper, DOI 10.1038/srep35356. However, the third author is correctly G. C. La Rocca, not G. C. Rocca, so the provided author list is incorrect."",
  ""confidence"": ""high""
}",465,579,0.019695,21.324,0,[],,False,,
25,s2_real,valid,valid,valid,"The DOI 10.1007/978-3-642-16830-7_9 is consistent with a Springer book chapter from 2011 by H. Bahouri, J.-Y. Chemin, and R. Danchin, titled “Smoothing Effect in Quasilinear Wave Equations,” with pages 389–428. The missing venue is not a fabrication issue here; it appears to be a chapter rather than a conference proceeding.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The DOI 10.1007/978-3-642-16830-7_9 is consistent with a Springer book chapter from 2011 by H. Bahouri, J.-Y. Chemin, and R. Danchin, titled “Smoothing Effect in Quasilinear Wave Equations,” with pages 389–428. The missing venue is not a fabrication issue here; it appears to be a chapter rather than a conference proceeding."",
  ""confidence"": ""high""
}",464,327,0.01213,11.448,0,[],,False,,
26,neurips,fabricated,fabricated,fabricated,"The title refers to the real paper ""DeepFM: A Factorization-Machine based Neural Network for CTR Prediction,"" but it was authored by Huifeng Guo et al. and appeared around 2017, not by Diederik P. Kingma and Jimmy Ba at ICLR 2015. Kingma and Ba's ICLR 2015 paper is ""Adam: A Method for Stochastic Optimization,"" so the fields are mismatched.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The title refers to the real paper \""DeepFM: A Factorization-Machine based Neural Network for CTR Prediction,\"" but it was authored by Huifeng Guo et al. and appeared around 2017, not by Diederik P. Kingma and Jimmy Ba at ICLR 2015. Kingma and Ba's ICLR 2015 paper is \""Adam: A Method for Stochastic Optimization,\"" so the fields are mismatched."",
  ""confidence"": ""high""
}",426,225,0.00888,10.548,0,[],,False,,
27,s2_real,valid,valid,valid,"The title, authors, year, and IEEE QIR 2019 venue are mutually consistent, and the DOI format 10.1109/QIR.2019.8898260 matches an IEEE conference paper from that event. The subject matter and authorship also align with known Indonesian telecom technoeconomic research.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The title, authors, year, and IEEE QIR 2019 venue are mutually consistent, and the DOI format 10.1109/QIR.2019.8898260 matches an IEEE conference paper from that event. The subject matter and authorship also align with known Indonesian telecom technoeconomic research."",
  ""confidence"": ""high""
}",544,180,0.00812,7.066,0,[],,False,,
28,s2_real,valid,valid,valid,"The DOI prefix/suffix format corresponds to an EPFL doctoral thesis record, and EPFL-THESIS-7941 is consistent with the 2017 title ""Multifunctional Plasmonic Metasurfaces for Novel Spectral and Spatial Applications"" by Chen Yan/Yan Chen. The raw BibTeX entry type says inproceedings, but no conference venue is claimed and the bibliographic fields themselves are mutually consistent with a real thesis.",medium,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The DOI prefix/suffix format corresponds to an EPFL doctoral thesis record, and EPFL-THESIS-7941 is consistent with the 2017 title \""Multifunctional Plasmonic Metasurfaces for Novel Spectral and Spatial Applications\"" by Chen Yan/Yan Chen. The raw BibTeX entry type says inproceedings, but no conference venue is claimed and the bibliographic fields themselves are mutually consistent with a real thesis."",
  ""confidence"": ""medium""
}",445,589,0.019895,21.402,0,[],,False,,
29,iclr2026,fabricated,valid,valid,"The arXiv ID arXiv:2401.14112 is consistent with a 2024 arXiv preprint titled “FP6-LLM: Efficiently Serving Large Language Models Through FP6-Centric Algorithm-System Co-Design.” The listed authors appear to be a truncated author list with “et al.”, and the title wording is a cosmetic abbreviation rather than a substantive mismatch.",medium,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The arXiv ID arXiv:2401.14112 is consistent with a 2024 arXiv preprint titled “FP6-LLM: Efficiently Serving Large Language Models Through FP6-Centric Algorithm-System Co-Design.” The listed authors appear to be a truncated author list with “et al.”, and the title wording is a cosmetic abbreviation rather than a substantive mismatch."",
  ""confidence"": ""medium""
}",454,474,0.01649,15.358,0,[],,False,,
30,iclr2026,fabricated,valid,valid,"This appears to correspond to a real 2022 article in The Journal of Supercomputing titled “ATCN: an attention-based temporal convolutional network for remaining useful life prediction,” with the listed authors. The volume/issue and page range are plausible and consistent for Journal of Supercomputing 78(1), and the absence of DOI/arXiv does not by itself indicate fabrication.",medium,"{
  ""classification"": ""valid"",
  ""reasoning"": ""This appears to correspond to a real 2022 article in The Journal of Supercomputing titled “ATCN: an attention-based temporal convolutional network for remaining useful life prediction,” with the listed authors. The volume/issue and page range are plausible and consistent for Journal of Supercomputing 78(1), and the absence of DOI/arXiv does not by itself indicate fabrication."",
  ""confidence"": ""medium""
}",458,445,0.01564,15.608,0,[],,False,,
31,s2_real,valid,valid,valid,"This appears to be a real IEEE TUFFC paper with the given title, authors, and DOI, and the DOI prefix/year are consistent with an IEEE article published online around 2020. The cited volume/pages likely correspond to the later journal issue assignment, so the 2020 year is not enough to indicate fabrication.",medium,"{
  ""classification"": ""valid"",
  ""reasoning"": ""This appears to be a real IEEE TUFFC paper with the given title, authors, and DOI, and the DOI prefix/year are consistent with an IEEE article published online around 2020. The cited volume/pages likely correspond to the later journal issue assignment, so the 2020 year is not enough to indicate fabrication."",
  ""confidence"": ""medium""
}",522,376,0.01389,13.124,0,[],,False,,
32,s2_real,valid,valid,valid,"This appears to be a real 2011 article in Epigenomics, volume 3 issue 5, pages 547-565, with the listed authors Verbrugge, Johnstone, and Bots. The DOI format 10.2217/epi.11.82 is consistent with Epigenomics/Future Medicine articles from that period and matches the provided bibliographic details.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""This appears to be a real 2011 article in Epigenomics, volume 3 issue 5, pages 547-565, with the listed authors Verbrugge, Johnstone, and Bots. The DOI format 10.2217/epi.11.82 is consistent with Epigenomics/Future Medicine articles from that period and matches the provided bibliographic details."",
  ""confidence"": ""high""
}",487,219,0.009005,8.185,0,[],,False,,
33,s2_real,valid,valid,valid,"The citation is internally consistent: the title, Turkish author list, journal 'Burns', and Elsevier DOI format 10.1016/j.burns.2021.08.020 all plausibly correspond to a real 2021 Burns article. No provided field appears inconsistent or fabricated.",medium,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The citation is internally consistent: the title, Turkish author list, journal 'Burns', and Elsevier DOI format 10.1016/j.burns.2021.08.020 all plausibly correspond to a real 2021 Burns article. No provided field appears inconsistent or fabricated."",
  ""confidence"": ""medium""
}",504,347,0.01293,18.007,0,[],,False,,
34,s2_real,valid,valid,valid,"The title, journal, DOI prefix/format, page range, and author list are mutually consistent with a real Folia Phoniatrica et Logopaedica article from Karger. The volume/year may reflect online-first publication in 2021 versus issue pagination in volume 74, but this is not a fabrication indicator.",medium,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The title, journal, DOI prefix/format, page range, and author list are mutually consistent with a real Folia Phoniatrica et Logopaedica article from Karger. The volume/year may reflect online-first publication in 2021 versus issue pagination in volume 74, but this is not a fabrication indicator."",
  ""confidence"": ""medium""
}",571,346,0.013235,12.57,0,[],,False,,
35,s2_real,valid,valid,valid,"The citation fields are mutually consistent: Agricultural Research is a Springer journal using DOI prefix 10.1007/s40003, and volume 12 in 2023 with pages 450–461 is plausible. The title, authors, year, venue, and DOI pattern align with a real journal article rather than showing signs of synthesis or mismatch.",medium,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The citation fields are mutually consistent: Agricultural Research is a Springer journal using DOI prefix 10.1007/s40003, and volume 12 in 2023 with pages 450–461 is plausible. The title, authors, year, venue, and DOI pattern align with a real journal article rather than showing signs of synthesis or mismatch."",
  ""confidence"": ""medium""
}",483,240,0.009615,9.012,0,[],,False,,
36,s2_real,valid,valid,valid,"The DOI format and metadata are consistent with an RSC Organic & Biomolecular Chemistry article from 2018, volume 16, pages 3716-3720. The title, venue, year, and abbreviated author list appear mutually consistent for this paper.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The DOI format and metadata are consistent with an RSC Organic & Biomolecular Chemistry article from 2018, volume 16, pages 3716-3720. The title, venue, year, and abbreviated author list appear mutually consistent for this paper."",
  ""confidence"": ""high""
}",544,258,0.01046,12.084,0,[],,False,,
37,s2_real,valid,valid,valid,"The title, authors, venue, year, and Springer DOI prefix/pattern are mutually consistent with a real 2020 Euphytica article on alfalfa germplasm diversity. Minor BibTeX issues such as using both booktitle and journal or page range formatting do not indicate fabrication.",medium,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The title, authors, venue, year, and Springer DOI prefix/pattern are mutually consistent with a real 2020 Euphytica article on alfalfa germplasm diversity. Minor BibTeX issues such as using both booktitle and journal or page range formatting do not indicate fabrication."",
  ""confidence"": ""medium""
}",536,227,0.00949,9.01,0,[],,False,,
38,s2_real,valid,valid,valid,"This appears to be a real Doklady Biological Sciences article from 2013, volume 451, pages 196-198, with DOI 10.1134/S0012496613040054. The author initials in the supplied reference are somewhat abbreviated/malformed, but they are consistent with the known authors Z. I. Krutetskaya, L. S. Kurilova, V. G. Antonov, and A. D. Nozdrachev.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""This appears to be a real Doklady Biological Sciences article from 2013, volume 451, pages 196-198, with DOI 10.1134/S0012496613040054. The author initials in the supplied reference are somewhat abbreviated/malformed, but they are consistent with the known authors Z. I. Krutetskaya, L. S. Kurilova, V. G. Antonov, and A. D. Nozdrachev."",
  ""confidence"": ""high""
}",544,349,0.01319,11.452,0,[],,False,,
39,neurips,fabricated,valid,valid,"The citation is mutually consistent: the title, authors Bart De Schutter and Serge P. Hoogendoorn, journal Neural Computing and Applications, volume 17 issue 2, pages 175–185, and year 2008 correspond to a real article. The missing DOI does not make the reference invalid.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The citation is mutually consistent: the title, authors Bart De Schutter and Serge P. Hoogendoorn, journal Neural Computing and Applications, volume 17 issue 2, pages 175–185, and year 2008 correspond to a real article. The missing DOI does not make the reference invalid."",
  ""confidence"": ""high""
}",428,286,0.01072,11.059,0,[],,False,,
40,neurips,fabricated,fabricated,fabricated,"The arXiv identifier is given as the placeholder-like 'arXiv:2401.XXXX', which is not a valid arXiv ID and cannot identify a real paper. Even if a similarly titled work exists, this citation as written has an invalid identifier and appears synthesized.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The arXiv identifier is given as the placeholder-like 'arXiv:2401.XXXX', which is not a valid arXiv ID and cannot identify a real paper. Even if a similarly titled work exists, this citation as written has an invalid identifier and appears synthesized."",
  ""confidence"": ""high""
}",424,219,0.00869,10.047,0,[],,False,,
41,neurips,fabricated,valid,valid,"The cited work appears to correspond to a real 2023 paper titled “FedCLIP: A Federated Learning Framework for Vision-Language Models,” with Yijie Zang as first author. The lack of DOI/arXiv ID is not itself inconsistent, and the NeurIPS 2023 venue attribution is plausible for this work.",medium,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The cited work appears to correspond to a real 2023 paper titled “FedCLIP: A Federated Learning Framework for Vision-Language Models,” with Yijie Zang as first author. The lack of DOI/arXiv ID is not itself inconsistent, and the NeurIPS 2023 venue attribution is plausible for this work."",
  ""confidence"": ""medium""
}",410,615,0.0205,21.093,0,[],,False,,
42,neurips,fabricated,valid,valid,"This appears to be a real MICCAI 2022 Springer conference paper: the title, author group, venue, year, and page range are mutually consistent with a surgical workflow / phase recognition paper using vision transformers. The absence of DOI/arXiv ID is not itself problematic for this type of Springer proceedings citation.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""This appears to be a real MICCAI 2022 Springer conference paper: the title, author group, venue, year, and page range are mutually consistent with a surgical workflow / phase recognition paper using vision transformers. The absence of DOI/arXiv ID is not itself problematic for this type of Springer proceedings citation."",
  ""confidence"": ""high""
}",514,257,0.01028,10.556,0,[],,False,,
43,neurips,fabricated,valid,valid,"This appears to be a real EMNLP 2020 paper with the stated title and authors: Weijia Xu, Xing Niu, and Marine Carpuat. The venue, year, and page range are mutually consistent, and the absence of DOI/arXiv ID does not indicate fabrication.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""This appears to be a real EMNLP 2020 paper with the stated title and authors: Weijia Xu, Xing Niu, and Marine Carpuat. The venue, year, and page range are mutually consistent, and the absence of DOI/arXiv ID does not indicate fabrication."",
  ""confidence"": ""high""
}",455,298,0.011215,6.029,0,[],,False,,
