instance_id,source,gold_label,predicted_verdict,raw_verdict,explanation,confidence,raw_response,prompt_tokens,completion_tokens,cost_usd,latency_seconds,n_search_invocations,search_queries,triage_route,metadata_agent_called,db_source_matched,error
13,s2_real,valid,fabricated,fabricated,"The DOI 10.4324/9781315393421-8 follows Taylor & Francis/Routledge’s pattern for a book chapter (chapter 8 of an e-book), not a conference proceeding, yet the record is typed as InProceedings and has no venue. This mismatch, along with the very generic title, suggests the citation was synthesized rather than a correct description of a real paper.",low,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The DOI 10.4324/9781315393421-8 follows Taylor & Francis/Routledge’s pattern for a book chapter (chapter 8 of an e-book), not a conference proceeding, yet the record is typed as InProceedings and has no venue. This mismatch, along with the very generic title, suggests the citation was synthesized rather than a correct description of a real paper."",
  ""confidence"": ""low""
}",434,3185,0.032393,36.761,0,[],,False,,
14,s2_real,valid,fabricated,fabricated,"The reference provides only a generic Spanish title and a common author name, with no venue, DOI, or arXiv ID, and an @Inproceedings type lacking a conference—strong signs of a placeholder rather than a traceable publication. Without identifiers or venue details, it cannot be verified as a real, specific 2018 paper.",low,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The reference provides only a generic Spanish title and a common author name, with no venue, DOI, or arXiv ID, and an @Inproceedings type lacking a conference—strong signs of a placeholder rather than a traceable publication. Without identifiers or venue details, it cannot be verified as a real, specific 2018 paper."",
  ""confidence"": ""low""
}",416,1062,0.01114,12.397,0,[],,False,,
15,neurips,fabricated,fabricated,fabricated,"Hubara et al. did post an arXiv whitepaper on quantized neural networks around this time, but the known title is “Quantized Neural Networks: A Whitepaper,” not “Quantizing deep convolutional networks for efficient inference: A whitepaper.” Additionally, the DOI field is incorrectly populated with the arXiv identifier rather than a DOI, indicating mismatched/erroneous fields.",medium,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""Hubara et al. did post an arXiv whitepaper on quantized neural networks around this time, but the known title is “Quantized Neural Networks: A Whitepaper,” not “Quantizing deep convolutional networks for efficient inference: A whitepaper.” Additionally, the DOI field is incorrectly populated with the arXiv identifier rather than a DOI, indicating mismatched/erroneous fields."",
  ""confidence"": ""medium""
}",478,2545,0.026048,28.466,0,[],,False,,
16,iclr2026,fabricated,fabricated,fabricated,"This looks like a generic, plausibly worded citation but I do not recognize a 2024 Education and Information Technologies article with this exact title/author pairing, and it lacks typical bibliographic details (DOI, volume/issue, pages). The combination suggests a synthesized reference rather than a real, verifiable paper.",low,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""This looks like a generic, plausibly worded citation but I do not recognize a 2024 Education and Information Technologies article with this exact title/author pairing, and it lacks typical bibliographic details (DOI, volume/issue, pages). The combination suggests a synthesized reference rather than a real, verifiable paper."",
  ""confidence"": ""low""
}",417,1633,0.016851,26.535,0,[],,False,,
17,iclr2026,fabricated,fabricated,fabricated,"The paper title and venue/year (AISTATS 2020, PMLR vol. 108) correspond to a real work, but the listed authors are incorrect. The known AISTATS 2020 paper “Scalable gradients for stochastic differential equations” has a different author list (e.g., includes Ricky T. Q. Chen and David Duvenaud), so this citation’s author field is inconsistent with the real publication.",medium,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The paper title and venue/year (AISTATS 2020, PMLR vol. 108) correspond to a real work, but the listed authors are incorrect. The known AISTATS 2020 paper “Scalable gradients for stochastic differential equations” has a different author list (e.g., includes Ricky T. Q. Chen and David Duvenaud), so this citation’s author field is inconsistent with the real publication."",
  ""confidence"": ""medium""
}",500,3704,0.037665,42.093,0,[],,False,,
18,neurips,fabricated,valid,valid,"The reference is a plausible 2023 arXiv preprint, and the provided arXiv ID, title, and author list are mutually consistent with an arXiv-only publication. No inconsistencies in year or venue are apparent.",medium,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference is a plausible 2023 arXiv preprint, and the provided arXiv ID, title, and author list are mutually consistent with an arXiv-only publication. No inconsistencies in year or venue are apparent."",
  ""confidence"": ""medium""
}",443,1615,0.016704,20.072,0,[],,False,,
19,neurips,fabricated,fabricated,fabricated,"“Journal of Legal Technology” does not correspond to a well-known or established scholarly venue, and the citation provides no DOI or arXiv ID to corroborate it. The combination of a very generic title, common author names, and an unrecognized journal strongly suggests the reference was synthesized rather than a real, verifiable paper.",medium,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""“Journal of Legal Technology” does not correspond to a well-known or established scholarly venue, and the citation provides no DOI or arXiv ID to corroborate it. The combination of a very generic title, common author names, and an unrecognized journal strongly suggests the reference was synthesized rather than a real, verifiable paper."",
  ""confidence"": ""medium""
}",414,610,0.006618,7.572,0,[],,False,,
20,s2_real,valid,valid,valid,"This is a real TALG paper by Xiaohui Bei, Jugal Garg, and Martin Hoefer from 2019; the title, authors, venue (ACM Transactions on Algorithms), and year are consistent. The DOI format matches ACM’s style and plausibly corresponds to this article.",medium,"{
  ""classification"": ""valid"",
  ""reasoning"": ""This is a real TALG paper by Xiaohui Bei, Jugal Garg, and Martin Hoefer from 2019; the title, authors, venue (ACM Transactions on Algorithms), and year are consistent. The DOI format matches ACM’s style and plausibly corresponds to this article."",
  ""confidence"": ""medium""
}",473,1242,0.013011,13.37,0,[],,False,,
21,neurips,fabricated,fabricated,fabricated,"The title closely resembles later diffusion-based 'DiffSound' works but this wording and 2021 CVPR Workshops venue are not known, and the author list is suspicious—particularly 'Minz Won Park,' which appears to conflate the known researcher Minz Won with the surname Park. Missing identifiers and unlikely page details further suggest synthesis.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The title closely resembles later diffusion-based 'DiffSound' works but this wording and 2021 CVPR Workshops venue are not known, and the author list is suspicious—particularly 'Minz Won Park,' which appears to conflate the known researcher Minz Won with the surname Park. Missing identifiers and unlikely page details further suggest synthesis."",
  ""confidence"": ""high""
}",477,931,0.009906,11.06,0,[],,False,,
22,neurips,fabricated,valid,valid,"The title, authors (Stoian, Milbradt, Mendl), year (2022), and venue (Quantum) match a real paper on the NP-hardness of optimal tensor network contraction with algorithms for tree tensor networks. The absence of DOI/arXiv IDs and the article-number formatting in the raw string do not contradict its existence.",medium,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The title, authors (Stoian, Milbradt, Mendl), year (2022), and venue (Quantum) match a real paper on the NP-hardness of optimal tensor network contraction with algorithms for tree tensor networks. The absence of DOI/arXiv IDs and the article-number formatting in the raw string do not contradict its existence."",
  ""confidence"": ""medium""
}",438,2340,0.023948,28.364,0,[],,False,,
23,neurips,fabricated,fabricated,fabricated,"The DOI format (10.1109/CVPR.2022.001234) and the IEEE Xplore URL with a short/zero-padded document number are implausible for CVPR papers, which typically have longer numeric identifiers. The generic title and lack of arXiv ID are not decisive alone, but the invalid-looking DOI/URL strongly indicate the reference was synthesized rather than a real CVPR 2022 paper.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The DOI format (10.1109/CVPR.2022.001234) and the IEEE Xplore URL with a short/zero-padded document number are implausible for CVPR papers, which typically have longer numeric identifiers. The generic title and lack of arXiv ID are not decisive alone, but the invalid-looking DOI/URL strongly indicate the reference was synthesized rather than a real CVPR 2022 paper."",
  ""confidence"": ""high""
}",491,632,0.006934,8.086,0,[],,False,,
24,s2_real,valid,valid,valid,"This is a real Scientific Reports article: Sci Rep 6:35356 (2016), DOI 10.1038/srep35356, titled 'Coherent perfect absorption in one-sided reflectionless media' by Jin-Hui Wu, Mauro Artoni, and G. C. La Rocca. The only minor discrepancy is the omission of 'La' in 'La Rocca,' which appears to be a formatting/typo rather than a different author.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""This is a real Scientific Reports article: Sci Rep 6:35356 (2016), DOI 10.1038/srep35356, titled 'Coherent perfect absorption in one-sided reflectionless media' by Jin-Hui Wu, Mauro Artoni, and G. C. La Rocca. The only minor discrepancy is the omission of 'La' in 'La Rocca,' which appears to be a formatting/typo rather than a different author."",
  ""confidence"": ""high""
}",465,637,0.006951,6.702,0,[],,False,,
25,s2_real,valid,fabricated,fabricated,"The DOI 10.1007/978-3-642-16830-7_9 corresponds to a chapter in the 2011 Springer monograph by Bahouri–Chemin–Danchin, not an in-proceedings paper, and the chapter title is not known to be “Smoothing Effect in Quasilinear Wave Equations.” The fields mix a likely older Bahouri–Chemin wave-equation title with the 2011 book’s DOI and all three authors, indicating an inconsistent, synthesized citation.",medium,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The DOI 10.1007/978-3-642-16830-7_9 corresponds to a chapter in the 2011 Springer monograph by Bahouri–Chemin–Danchin, not an in-proceedings paper, and the chapter title is not known to be “Smoothing Effect in Quasilinear Wave Equations.” The fields mix a likely older Bahouri–Chemin wave-equation title with the 2011 book’s DOI and all three authors, indicating an inconsistent, synthesized citation."",
  ""confidence"": ""medium""
}",464,3339,0.03397,32.756,0,[],,False,,
26,neurips,fabricated,fabricated,fabricated,"The title 'DeepFM: A Factorization-Machine based Neural Network for CTR Prediction' is a 2017 paper by different authors (e.g., Guo et al.), not by Kingma and Ba. Kingma and Ba authored 'Adam: A Method for Stochastic Optimization' at ICLR 2015. The authors, year, and venue here are mismatched with the provided title.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The title 'DeepFM: A Factorization-Machine based Neural Network for CTR Prediction' is a 2017 paper by different authors (e.g., Guo et al.), not by Kingma and Ba. Kingma and Ba authored 'Adam: A Method for Stochastic Optimization' at ICLR 2015. The authors, year, and venue here are mismatched with the provided title."",
  ""confidence"": ""high""
}",426,625,0.006783,6.763,0,[],,False,,
27,s2_real,valid,valid,valid,"All fields are mutually consistent: the title/topic fits the QIR 2019 Electrical and Computer Engineering symposium, the author M. Suryanegara is known in this area, and the IEEE-style DOI (10.1109/QIR.2019.8898260) matches the expected pattern for this venue/year. No contradictions are apparent.",medium,"{
  ""classification"": ""valid"",
  ""reasoning"": ""All fields are mutually consistent: the title/topic fits the QIR 2019 Electrical and Computer Engineering symposium, the author M. Suryanegara is known in this area, and the IEEE-style DOI (10.1109/QIR.2019.8898260) matches the expected pattern for this venue/year. No contradictions are apparent."",
  ""confidence"": ""medium""
}",544,1126,0.01194,11.772,0,[],,False,,
28,s2_real,valid,valid,valid,"The DOI 10.5075/EPFL-THESIS-7941 matches EPFL’s thesis DOI format and plausibly corresponds to a 2017 PhD thesis by Chen Yan with that title. While the BibTeX type '@Inproceedings' is incorrect, the work itself (an EPFL thesis) is real and the title/author/year/DOI are mutually consistent.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The DOI 10.5075/EPFL-THESIS-7941 matches EPFL’s thesis DOI format and plausibly corresponds to a 2017 PhD thesis by Chen Yan with that title. While the BibTeX type '@Inproceedings' is incorrect, the work itself (an EPFL thesis) is real and the title/author/year/DOI are mutually consistent."",
  ""confidence"": ""high""
}",445,944,0.009996,9.625,0,[],,False,,
29,iclr2026,fabricated,valid,valid,"arXiv:2401.14112 corresponds to the paper titled “FP6-LLM: Efficient LLM Serving through FP6-Centric Co-design” from 2024, and the listed authors are consistent with that preprint. The venue and absence of a DOI are appropriate for an arXiv preprint.",medium,"{
  ""classification"": ""valid"",
  ""reasoning"": ""arXiv:2401.14112 corresponds to the paper titled “FP6-LLM: Efficient LLM Serving through FP6-Centric Co-design” from 2024, and the listed authors are consistent with that preprint. The venue and absence of a DOI are appropriate for an arXiv preprint."",
  ""confidence"": ""medium""
}",454,1377,0.014337,17.923,0,[],,False,,
30,iclr2026,fabricated,fabricated,fabricated,"This looks synthesized: the title/author combo does not match any well-known Journal of Supercomputing article I’m aware of, and the citation formatting is suspicious (e.g., “$1-19,2022$”), with no DOI or arXiv provided. Given the templated volume/issue/pages and lack of corroborating identifiers, it’s likely not a real, correctly-described paper.",medium,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""This looks synthesized: the title/author combo does not match any well-known Journal of Supercomputing article I’m aware of, and the citation formatting is suspicious (e.g., “$1-19,2022$”), with no DOI or arXiv provided. Given the templated volume/issue/pages and lack of corroborating identifiers, it’s likely not a real, correctly-described paper."",
  ""confidence"": ""medium""
}",458,2929,0.029863,32.049,0,[],,False,,
31,s2_real,valid,valid,valid,"This appears to be a real IEEE TUFFC paper; the title, authors (Ahmad B. Zoubi and V. J. Mathews), venue, and DOI align. The only inconsistency is the year: volume 68 corresponds to 2021, while the DOI reflects 2020 early-access, which is a common IEEE practice and not indicative of fabrication.",medium,"{
  ""classification"": ""valid"",
  ""reasoning"": ""This appears to be a real IEEE TUFFC paper; the title, authors (Ahmad B. Zoubi and V. J. Mathews), venue, and DOI align. The only inconsistency is the year: volume 68 corresponds to 2021, while the DOI reflects 2020 early-access, which is a common IEEE practice and not indicative of fabrication."",
  ""confidence"": ""medium""
}",522,1578,0.016432,18.533,0,[],,False,,
32,s2_real,valid,valid,valid,"This is a plausible Epigenomics review from 2011: the title, author set (including Ricky Johnstone), volume/issue/pages (3(5):547–565), and DOI pattern 10.2217/epi.11.82 are mutually consistent with that journal and year. No arXiv ID is expected for this venue.",medium,"{
  ""classification"": ""valid"",
  ""reasoning"": ""This is a plausible Epigenomics review from 2011: the title, author set (including Ricky Johnstone), volume/issue/pages (3(5):547–565), and DOI pattern 10.2217/epi.11.82 are mutually consistent with that journal and year. No arXiv ID is expected for this venue."",
  ""confidence"": ""medium""
}",487,1446,0.015069,18.225,0,[],,False,,
33,s2_real,valid,valid,valid,"The citation fields are mutually consistent for an Elsevier Burns journal article: the title and author list are plausible, the year and venue match, and the DOI format 10.1016/j.burns.2021.08.020 aligns with Burns articles from 2021. No contradictions or impossible venue-year pairs are evident.",medium,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The citation fields are mutually consistent for an Elsevier Burns journal article: the title and author list are plausible, the year and venue match, and the DOI format 10.1016/j.burns.2021.08.020 aligns with Burns articles from 2021. No contradictions or impossible venue-year pairs are evident."",
  ""confidence"": ""medium""
}",504,1250,0.01313,15.326,0,[],,False,,
34,s2_real,valid,valid,valid,"The citation details are mutually consistent for a Karger journal article: Folia Phoniatrica et Logopaedica volume and page range are plausible for 2021/2022, the DOI format (10.1159/0005...) matches Karger’s pattern, and the title/authors are coherent with a Japanese multicenter validation study on the STAD. No arXiv ID is expected for this venue.",medium,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The citation details are mutually consistent for a Karger journal article: Folia Phoniatrica et Logopaedica volume and page range are plausible for 2021/2022, the DOI format (10.1159/0005...) matches Karger’s pattern, and the title/authors are coherent with a Japanese multicenter validation study on the STAD. No arXiv ID is expected for this venue."",
  ""confidence"": ""medium""
}",571,1717,0.017884,18.228,0,[],,False,,
35,s2_real,valid,valid,valid,"Details are mutually consistent: 10.1007/s40003 is Springer’s code for the journal Agricultural Research, volume 12 aligns with year 2023, and the topic/authors fit the journal’s scope. No contradictions among title, authors, venue, year, and DOI.",medium,"{
  ""classification"": ""valid"",
  ""reasoning"": ""Details are mutually consistent: 10.1007/s40003 is Springer’s code for the journal Agricultural Research, volume 12 aligns with year 2023, and the topic/authors fit the journal’s scope. No contradictions among title, authors, venue, year, and DOI."",
  ""confidence"": ""medium""
}",483,1177,0.012374,13.106,0,[],,False,,
36,s2_real,valid,valid,valid,"The DOI format (10.1039/c8ob00911b) matches RSC’s Organic & Biomolecular Chemistry in 2018, and the title, author list, year, venue, and pagination (vol. 16, issue 20, pp. 3716–3720) are mutually consistent for such a publication. Absence of an arXiv ID is normal for this journal.",medium,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The DOI format (10.1039/c8ob00911b) matches RSC’s Organic & Biomolecular Chemistry in 2018, and the title, author list, year, venue, and pagination (vol. 16, issue 20, pp. 3716–3720) are mutually consistent for such a publication. Absence of an arXiv ID is normal for this journal."",
  ""confidence"": ""medium""
}",544,2354,0.02422,25.501,0,[],,False,,
37,s2_real,valid,valid,valid,"The citation details are mutually consistent: Euphytica volume/year (216, 2020) is plausible, the author list matches known researchers in alfalfa genetics, and the DOI format (10.1007/s10681-020-02637-3) aligns with Euphytica’s numbering. No contradictions or impossible fields are apparent.",medium,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The citation details are mutually consistent: Euphytica volume/year (216, 2020) is plausible, the author list matches known researchers in alfalfa genetics, and the DOI format (10.1007/s10681-020-02637-3) aligns with Euphytica’s numbering. No contradictions or impossible fields are apparent."",
  ""confidence"": ""medium""
}",536,1831,0.01898,19.048,0,[],,False,,
38,s2_real,valid,valid,valid,"The citation details are consistent with Doklady Biological Sciences formatting: the DOI pattern matches the journal (10.1134/S00124966...), the year/volume/pages are plausible for a short communication, and the author names (including A. D. Nozdrachev) and topic fit the venue. Minor formatting of author initials does not indicate fabrication.",medium,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The citation details are consistent with Doklady Biological Sciences formatting: the DOI pattern matches the journal (10.1134/S00124966...), the year/volume/pages are plausible for a short communication, and the author names (including A. D. Nozdrachev) and topic fit the venue. Minor formatting of author initials does not indicate fabrication."",
  ""confidence"": ""medium""
}",544,1575,0.01643,16.598,0,[],,False,,
39,neurips,fabricated,valid,valid,"The authors, venue (Neural Computing and Applications), year (2008), and pagination are plausible and consistent with known work by De Schutter and Hoogendoorn on traffic flow and neural networks. The absence of DOI/arXiv is acceptable, and the citation details match a realistic NCA article.",medium,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The authors, venue (Neural Computing and Applications), year (2008), and pagination are plausible and consistent with known work by De Schutter and Hoogendoorn on traffic flow and neural networks. The absence of DOI/arXiv is acceptable, and the citation details match a realistic NCA article."",
  ""confidence"": ""medium""
}",428,1372,0.014255,14.029,0,[],,False,,
40,neurips,fabricated,fabricated,fabricated,"The arXiv identifier “arXiv:2401.XXXX” is a placeholder and not a valid ID, which makes the citation non-resolvable and inconsistent. Given the incomplete identifier and minimal author detail, this does not reliably describe a real paper.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The arXiv identifier “arXiv:2401.XXXX” is a placeholder and not a valid ID, which makes the citation non-resolvable and inconsistent. Given the incomplete identifier and minimal author detail, this does not reliably describe a real paper."",
  ""confidence"": ""high""
}",424,980,0.01033,12.7,0,[],,False,,
41,neurips,fabricated,fabricated,fabricated,There is no known NeurIPS 2023 main-proceedings paper with the exact title 'Fedclip: A federated learning framework for vision-language models' by Yijie Zang et al.; 'FedCLIP' appears in preprint/workshop contexts rather than as a NeurIPS main paper. The venue/year claim therefore does not align with a real NeurIPS publication.,low,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""There is no known NeurIPS 2023 main-proceedings paper with the exact title 'Fedclip: A federated learning framework for vision-language models' by Yijie Zang et al.; 'FedCLIP' appears in preprint/workshop contexts rather than as a NeurIPS main paper. The venue/year claim therefore does not align with a real NeurIPS publication."",
  ""confidence"": ""low""
}",410,2736,0.027872,44.54,0,[],,False,,
42,neurips,fabricated,fabricated,fabricated,"This MICCAI 2022 citation with the title “Vits: Vision transformer for video self-supervised pretraining of surgical phase recognition” and the given author list does not match any well-known MICCAI 2022 paper; the phrasing and acronym are atypical and the generic venue entry with missing DOI/arXiv further suggests it was synthesized rather than a specific, verifiable LNCS entry.",low,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""This MICCAI 2022 citation with the title “Vits: Vision transformer for video self-supervised pretraining of surgical phase recognition” and the given author list does not match any well-known MICCAI 2022 paper; the phrasing and acronym are atypical and the generic venue entry with missing DOI/arXiv further suggests it was synthesized rather than a specific, verifiable LNCS entry."",
  ""confidence"": ""low""
}",514,2675,0.027393,31.742,0,[],,False,,
