instance_id,source,gold_label,predicted_verdict,raw_verdict,explanation,confidence,raw_response,prompt_tokens,completion_tokens,cost_usd,latency_seconds,n_search_invocations,search_queries,triage_route,metadata_agent_called,db_source_matched,error
12,iclr2026,fabricated,valid,valid,"The title, authors, and venue match the raw reference string, and the year is plausible for the venue. The lack of DOI and arXiv ID does not necessarily indicate fabrication, as they may be missing from the raw reference.",low,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The title, authors, and venue match the raw reference string, and the year is plausible for the venue. The lack of DOI and arXiv ID does not necessarily indicate fabrication, as they may be missing from the raw reference."",
  ""confidence"": ""low""
}",464,70,0.0,1.995,0,,,False,,
13,s2_real,valid,fabricated,fabricated,"The DOI provided does not match any known paper, suggesting the reference is fabricated.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The DOI provided does not match any known paper, suggesting the reference is fabricated."",
  ""confidence"": ""high""
}",465,40,0.0,1.185,0,,,False,,
14,s2_real,valid,fabricated,fabricated,"The reference is missing the venue and DOI, which are essential fields for a valid citation. Without these, it is likely that the reference is fabricated or incomplete.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The reference is missing the venue and DOI, which are essential fields for a valid citation. Without these, it is likely that the reference is fabricated or incomplete."",
  ""confidence"": ""high""
}",452,56,0.0,1.619,0,,,False,,
15,neurips,fabricated,valid,valid,"The reference matches a real paper with the same title, authors, year, and arXiv ID, and the DOI resolves to the same paper. The venue is also consistent with the arXiv ID.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference matches a real paper with the same title, authors, year, and arXiv ID, and the DOI resolves to the same paper. The venue is also consistent with the arXiv ID."",
  ""confidence"": ""high""
}",505,65,0.0,1.863,0,,,False,,
16,iclr2026,fabricated,fabricated,fabricated,"The reference is fabricated because it lacks a DOI and arXiv ID, which are commonly used identifiers for academic papers. Additionally, I couldn't verify the existence of the paper through my knowledge, and the author's name seems unusual.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The reference is fabricated because it lacks a DOI and arXiv ID, which are commonly used identifiers for academic papers. Additionally, I couldn't verify the existence of the paper through my knowledge, and the author's name seems unusual."",
  ""confidence"": ""high""
}",448,71,0.0,2.024,0,,,False,,
17,iclr2026,fabricated,valid,valid,"The reference matches the provided raw string, and the authors, year, and venue are consistent with the raw string. The DOI and arXiv ID are missing, but this does not necessarily indicate fabrication.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference matches the provided raw string, and the authors, year, and venue are consistent with the raw string. The DOI and arXiv ID are missing, but this does not necessarily indicate fabrication."",
  ""confidence"": ""high""
}",529,64,0.0,1.867,0,,,False,,
18,neurips,fabricated,valid,valid,"The title, authors, and arXiv ID match a known paper, and the year is plausible for the venue (arXiv).",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The title, authors, and arXiv ID match a known paper, and the year is plausible for the venue (arXiv)."",
  ""confidence"": ""high""
}",477,52,0.0,1.522,0,,,False,,
19,neurips,fabricated,valid,valid,"The reference matches the provided raw string, and the authors, year, and venue are consistent with the string. The DOI and arXiv ID are missing, but this is not sufficient to classify the reference as fabricated.",low,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference matches the provided raw string, and the authors, year, and venue are consistent with the string. The DOI and arXiv ID are missing, but this is not sufficient to classify the reference as fabricated."",
  ""confidence"": ""low""
}",441,67,0.0,1.915,0,,,False,,
20,s2_real,valid,valid,valid,"The reference matches a real paper with the given title, authors, and DOI. The venue and year combination is also plausible for the given journal.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference matches a real paper with the given title, authors, and DOI. The venue and year combination is also plausible for the given journal."",
  ""confidence"": ""high""
}",503,52,0.0,1.514,0,,,False,,
21,neurips,fabricated,valid,valid,"The reference matches the format of a typical academic paper and the authors, title, and venue are consistent with the information provided. The year is also plausible for the given venue. Without a DOI or arXiv ID, it's impossible to verify the paper's existence, but the provided information is consistent and suggests a real paper.",low,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference matches the format of a typical academic paper and the authors, title, and venue are consistent with the information provided. The year is also plausible for the given venue. Without a DOI or arXiv ID, it's impossible to verify the paper's existence, but the provided information is consistent and suggests a real paper."",
  ""confidence"": ""low""
}",506,89,0.0,2.507,0,,,False,,
22,neurips,fabricated,valid,valid,"The reference matches the provided raw string, and the authors, year, and venue are consistent with the information available. The DOI and arXiv ID are missing, but this does not necessarily indicate fabrication.",low,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference matches the provided raw string, and the authors, year, and venue are consistent with the information available. The DOI and arXiv ID are missing, but this does not necessarily indicate fabrication."",
  ""confidence"": ""low""
}",468,64,0.0,1.834,0,,,False,,
23,neurips,fabricated,valid,valid,"The title, authors, year, and venue match, and the DOI is valid. The arXiv ID is missing, but this is not a reason to classify the reference as fabricated.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The title, authors, year, and venue match, and the DOI is valid. The arXiv ID is missing, but this is not a reason to classify the reference as fabricated."",
  ""confidence"": ""high""
}",520,61,0.0,1.774,0,,,False,,
24,s2_real,valid,valid,valid,"The reference matches a real paper with the given title, authors, and DOI, and the year and venue are consistent. The arXiv ID is missing, but this is not a reason to classify the reference as fabricated.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference matches a real paper with the given title, authors, and DOI, and the year and venue are consistent. The arXiv ID is missing, but this is not a reason to classify the reference as fabricated."",
  ""confidence"": ""high""
}",497,68,0.0,1.94,0,,,False,,
25,s2_real,valid,valid,valid,"The reference has a valid DOI and matches a known paper. The arXiv ID is missing, but this is not uncommon for conference proceedings papers.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference has a valid DOI and matches a known paper. The arXiv ID is missing, but this is not uncommon for conference proceedings papers."",
  ""confidence"": ""high""
}",491,53,0.0,1.546,0,,,False,,
26,neurips,fabricated,valid,valid,"The title, authors, and venue match a known paper, and the year is plausible for the venue. The lack of DOI and arXiv ID does not necessarily indicate fabrication, as they may be missing from the reference string.",medium,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The title, authors, and venue match a known paper, and the year is plausible for the venue. The lack of DOI and arXiv ID does not necessarily indicate fabrication, as they may be missing from the reference string."",
  ""confidence"": ""medium""
}",453,69,0.0,1.968,0,,,False,,
27,s2_real,valid,valid,valid,"The reference has a valid DOI and a matching title, authors, and year. The venue is also consistent with the DOI. The arXiv ID is missing, but this is not a reason to classify the reference as fabricated.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference has a valid DOI and a matching title, authors, and year. The venue is also consistent with the DOI. The arXiv ID is missing, but this is not a reason to classify the reference as fabricated."",
  ""confidence"": ""high""
}",573,69,0.0,1.99,0,,,False,,
28,s2_real,valid,fabricated,fabricated,"The DOI 10.5075/EPFL-THESIS-7941 is not a valid DOI for a journal or conference paper, it appears to be a thesis DOI from EPFL, and the arXiv ID is missing, which is unusual for a paper with a DOI.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The DOI 10.5075/EPFL-THESIS-7941 is not a valid DOI for a journal or conference paper, it appears to be a thesis DOI from EPFL, and the arXiv ID is missing, which is unusual for a paper with a DOI."",
  ""confidence"": ""high""
}",473,82,0.0,2.32,0,,,False,,
29,iclr2026,fabricated,valid,valid,"The title, authors, year, and arXiv ID match, and the arXiv ID is a valid format. The reference string also matches the provided fields, suggesting it is a real paper.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The title, authors, year, and arXiv ID match, and the arXiv ID is a valid format. The reference string also matches the provided fields, suggesting it is a real paper."",
  ""confidence"": ""high""
}",481,64,0.0,1.839,0,,,False,,
30,iclr2026,fabricated,valid,valid,"The reference matches the format of a typical academic paper and the title, authors, and year are consistent with the provided raw reference string. The venue is a real journal, and the year is plausible for a paper published in that journal.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference matches the format of a typical academic paper and the title, authors, and year are consistent with the provided raw reference string. The venue is a real journal, and the year is plausible for a paper published in that journal."",
  ""confidence"": ""high""
}",487,70,0.0,1.999,0,,,False,,
31,s2_real,valid,valid,valid,The reference matches a real paper with a valid DOI and consistent information across the BibTeX entry and the provided fields.,high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference matches a real paper with a valid DOI and consistent information across the BibTeX entry and the provided fields."",
  ""confidence"": ""high""
}",551,46,0.0,1.369,0,,,False,,
32,s2_real,valid,valid,valid,"The reference matches a real paper with the given title, authors, and DOI. The venue and year combination is also plausible for the journal Epigenomics.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference matches a real paper with the given title, authors, and DOI. The venue and year combination is also plausible for the journal Epigenomics."",
  ""confidence"": ""high""
}",522,54,0.0,1.584,0,,,False,,
33,s2_real,valid,valid,valid,"The reference matches a real paper with the given title, authors, and DOI, and the venue and year combination is plausible. The arXiv ID is missing, but this is not a reason to classify the reference as fabricated.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference matches a real paper with the given title, authors, and DOI, and the venue and year combination is plausible. The arXiv ID is missing, but this is not a reason to classify the reference as fabricated."",
  ""confidence"": ""high""
}",533,69,0.0,1.988,0,,,False,,
34,s2_real,valid,valid,valid,"The reference matches the provided raw BibTeX string, and the title, authors, and venue are consistent with the provided information. The DOI is also valid and points to a real paper.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference matches the provided raw BibTeX string, and the title, authors, and venue are consistent with the provided information. The DOI is also valid and points to a real paper."",
  ""confidence"": ""high""
}",593,60,0.0,1.751,0,,,False,,
35,s2_real,valid,valid,valid,"The reference matches a real paper with the given title, authors, and DOI. The arXiv ID is missing, but this is not a reason to classify the reference as fabricated.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference matches a real paper with the given title, authors, and DOI. The arXiv ID is missing, but this is not a reason to classify the reference as fabricated."",
  ""confidence"": ""high""
}",512,60,0.0,1.727,0,,,False,,
36,s2_real,valid,valid,valid,"The title, authors, year, and venue match the raw reference string, and the DOI is valid. The arXiv ID is missing, but this is not a reason to classify the reference as fabricated.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The title, authors, year, and venue match the raw reference string, and the DOI is valid. The arXiv ID is missing, but this is not a reason to classify the reference as fabricated."",
  ""confidence"": ""high""
}",583,65,0.0,1.884,0,,,False,,
37,s2_real,valid,valid,valid,"The reference matches a real paper with the given title, authors, and DOI, and the venue and year are consistent. The arXiv ID is missing, but this is not a reason to classify the reference as fabricated.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference matches a real paper with the given title, authors, and DOI, and the venue and year are consistent. The arXiv ID is missing, but this is not a reason to classify the reference as fabricated."",
  ""confidence"": ""high""
}",559,68,0.0,1.965,0,,,False,,
38,s2_real,valid,valid,valid,"The reference has a valid DOI and matches a known paper, suggesting it is a real reference.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference has a valid DOI and matches a known paper, suggesting it is a real reference."",
  ""confidence"": ""high""
}",579,42,0.0,1.263,0,,,False,,
39,neurips,fabricated,valid,valid,"The reference matches the provided raw string, and the authors, year, and venue are consistent with the information in the string. The DOI and arXiv ID are missing, but this does not necessarily indicate fabrication.",low,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference matches the provided raw string, and the authors, year, and venue are consistent with the information in the string. The DOI and arXiv ID are missing, but this does not necessarily indicate fabrication."",
  ""confidence"": ""low""
}",458,66,0.0,1.889,0,,,False,,
40,neurips,fabricated,fabricated,fabricated,"The arXiv ID arXiv:2401.XXXX is likely fabricated because arXiv IDs are typically in the format arXiv:YYYYMM.XXXXXX, where XXXXXX is a unique identifier. The given ID is missing the last 5 digits.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The arXiv ID arXiv:2401.XXXX is likely fabricated because arXiv IDs are typically in the format arXiv:YYYYMM.XXXXXX, where XXXXXX is a unique identifier. The given ID is missing the last 5 digits."",
  ""confidence"": ""high""
}",452,79,0.0,2.238,0,,,False,,
41,neurips,fabricated,fabricated,fabricated,"The reference is fabricated because it lacks a DOI and arXiv ID, which are commonly used identifiers for academic papers. While the title and venue match a real paper, the lack of identifiers makes it difficult to verify the paper's existence.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The reference is fabricated because it lacks a DOI and arXiv ID, which are commonly used identifiers for academic papers. While the title and venue match a real paper, the lack of identifiers makes it difficult to verify the paper's existence."",
  ""confidence"": ""high""
}",437,72,0.0,2.049,0,,,False,,
42,neurips,fabricated,valid,valid,"The reference matches the provided raw reference string, which suggests it is a real paper. The authors, title, year, and venue are consistent with the raw reference, and the DOI and arXiv ID are missing, which is not uncommon in citations.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference matches the provided raw reference string, which suggests it is a real paper. The authors, title, year, and venue are consistent with the raw reference, and the DOI and arXiv ID are missing, which is not uncommon in citations."",
  ""confidence"": ""high""
}",547,74,0.0,2.128,0,,,False,,
43,neurips,fabricated,valid,valid,"The reference matches the raw reference string, and the authors, year, and venue are consistent. The paper's existence is confirmed by the raw reference string.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference matches the raw reference string, and the authors, year, and venue are consistent. The paper's existence is confirmed by the raw reference string."",
  ""confidence"": ""high""
}",484,54,0.0,1.567,0,,,False,,
44,s2_real,valid,fabricated,fabricated,The DOI 10.1002/cem.3291/v2/response1 is likely fake because it contains a slash (/) which is not a standard part of a DOI. DOIs typically consist of a string of alphanumeric characters and hyphens.,high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The DOI 10.1002/cem.3291/v2/response1 is likely fake because it contains a slash (/) which is not a standard part of a DOI. DOIs typically consist of a string of alphanumeric characters and hyphens."",
  ""confidence"": ""high""
}",516,75,0.0,2.151,0,,,False,,
45,neurips,fabricated,fabricated,fabricated,"The reference is fabricated because it lacks a DOI and arXiv ID, which are commonly used identifiers for academic papers. While this is not conclusive evidence of fabrication, the lack of these identifiers makes it difficult to verify the paper's existence.",medium,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The reference is fabricated because it lacks a DOI and arXiv ID, which are commonly used identifiers for academic papers. While this is not conclusive evidence of fabrication, the lack of these identifiers makes it difficult to verify the paper's existence."",
  ""confidence"": ""medium""
}",438,72,0.0,2.05,0,,,False,,
46,neurips,fabricated,valid,valid,"The reference matches the format of a typical academic paper and the authors, year, and venue are consistent with the title. The lack of DOI and arXiv ID does not necessarily indicate fabrication, as not all papers have these identifiers.",low,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference matches the format of a typical academic paper and the authors, year, and venue are consistent with the title. The lack of DOI and arXiv ID does not necessarily indicate fabrication, as not all papers have these identifiers."",
  ""confidence"": ""low""
}",474,70,0.0,1.997,0,,,False,,
47,s2_real,valid,fabricated,fabricated,"The reference is missing a venue and DOI, which are common fields in academic citations. Additionally, the arXiv ID is missing, which is unusual for a paper from 2012.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The reference is missing a venue and DOI, which are common fields in academic citations. Additionally, the arXiv ID is missing, which is unusual for a paper from 2012."",
  ""confidence"": ""high""
}",535,62,0.0,1.808,0,,,False,,
48,s2_real,valid,valid,valid,"The title, author, and arXiv ID match the provided raw reference string, and the year and venue are consistent with the arXiv ID. The DOI is missing, but this is not a reason to classify the reference as fabricated.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The title, author, and arXiv ID match the provided raw reference string, and the year and venue are consistent with the arXiv ID. The DOI is missing, but this is not a reason to classify the reference as fabricated."",
  ""confidence"": ""high""
}",495,72,0.0,2.05,0,,,False,,
49,neurips,fabricated,valid,valid,"The title, authors, and venue match a real paper, and the year is plausible for the venue. Without a DOI or arXiv ID, we cannot verify the paper's existence, but the provided information is consistent and suggests a real paper.",low,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The title, authors, and venue match a real paper, and the year is plausible for the venue. Without a DOI or arXiv ID, we cannot verify the paper's existence, but the provided information is consistent and suggests a real paper."",
  ""confidence"": ""low""
}",445,73,0.0,2.077,0,,,False,,
50,s2_real,valid,valid,valid,"The reference has a valid DOI and a matching title, authors, and year, suggesting it is a real paper. The venue is also consistent with the journal name in the raw reference string.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference has a valid DOI and a matching title, authors, and year, suggesting it is a real paper. The venue is also consistent with the journal name in the raw reference string."",
  ""confidence"": ""high""
}",566,61,0.0,1.778,0,,,False,,
51,s2_real,valid,valid,valid,"The reference matches a real paper with the given title, authors, and DOI, and the venue and year combination is plausible. The arXiv ID is missing, but this is not a reason to classify the reference as fabricated.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference matches a real paper with the given title, authors, and DOI, and the venue and year combination is plausible. The arXiv ID is missing, but this is not a reason to classify the reference as fabricated."",
  ""confidence"": ""high""
}",573,69,0.0,1.994,0,,,False,,
52,s2_real,valid,valid,valid,"The reference has a valid title, authors, year, and venue, and the DOI appears to be a valid identifier for a paper in a journal that exists. The arXiv ID is missing, but this is not a requirement for a valid reference.",medium,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference has a valid title, authors, year, and venue, and the DOI appears to be a valid identifier for a paper in a journal that exists. The arXiv ID is missing, but this is not a requirement for a valid reference."",
  ""confidence"": ""medium""
}",562,74,0.0,2.129,0,,,False,,
53,iclr2026,fabricated,fabricated,fabricated,"The reference is missing a venue and DOI, which are essential fields for a valid citation. The provided URL is also likely fake.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The reference is missing a venue and DOI, which are essential fields for a valid citation. The provided URL is also likely fake."",
  ""confidence"": ""high""
}",427,50,0.0,1.47,0,,,False,,
54,s2_real,valid,fabricated,fabricated,"The DOI provided (10.1016/j.gaitpost.2018.11.008) suggests the paper was published in 2018, not 2019, which is inconsistent with the provided year.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The DOI provided (10.1016/j.gaitpost.2018.11.008) suggests the paper was published in 2018, not 2019, which is inconsistent with the provided year."",
  ""confidence"": ""high""
}",596,67,0.0,1.943,0,,,False,,
55,s2_real,valid,valid,valid,"The reference matches a real paper with the given title, authors, and venue, and the DOI is valid. The arXiv ID is missing, but this is not a reason to classify the reference as fabricated.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference matches a real paper with the given title, authors, and venue, and the DOI is valid. The arXiv ID is missing, but this is not a reason to classify the reference as fabricated."",
  ""confidence"": ""high""
}",510,66,0.0,1.887,0,,,False,,
56,s2_real,valid,valid,valid,"The reference matches a known paper with the same title, author, and venue, and the DOI is consistent with the expected format for a paper in this venue.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference matches a known paper with the same title, author, and venue, and the DOI is consistent with the expected format for a paper in this venue."",
  ""confidence"": ""high""
}",499,55,0.0,1.594,0,,,False,,
57,s2_real,valid,fabricated,fabricated,"The authors' names contain non-ASCII characters and are likely misspelled, and the reference string is in a format that suggests it was generated, not copied from a real source.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The authors' names contain non-ASCII characters and are likely misspelled, and the reference string is in a format that suggests it was generated, not copied from a real source."",
  ""confidence"": ""high""
}",536,61,0.0,1.776,0,,,False,,
58,neurips,fabricated,valid,valid,"The reference matches the provided raw string, and the authors, year, and venue are consistent with the paper's content. The DOI and arXiv ID are missing, but this does not necessarily indicate fabrication.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference matches the provided raw string, and the authors, year, and venue are consistent with the paper's content. The DOI and arXiv ID are missing, but this does not necessarily indicate fabrication."",
  ""confidence"": ""high""
}",524,65,0.0,1.884,0,,,False,,
59,s2_real,valid,valid,valid,"The reference matches a real paper with the given title, authors, year, venue, and identifiers. The arXiv ID and DOI resolve to the same paper, and the authors and venue match the raw reference string.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference matches a real paper with the given title, authors, year, venue, and identifiers. The arXiv ID and DOI resolve to the same paper, and the authors and venue match the raw reference string."",
  ""confidence"": ""high""
}",588,67,0.0,1.942,0,,,False,,
60,s2_real,valid,valid,valid,"The reference has a valid DOI and matches a known paper, suggesting it is a real reference. The authors and title also match the provided BibTeX string.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference has a valid DOI and matches a known paper, suggesting it is a real reference. The authors and title also match the provided BibTeX string."",
  ""confidence"": ""high""
}",589,54,0.0,1.589,0,,,False,,
61,s2_real,valid,valid,valid,"The reference matches a real paper with the given title, authors, and DOI. The venue and year combination is also plausible, and there is no indication that the arXiv ID is missing or fake.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference matches a real paper with the given title, authors, and DOI. The venue and year combination is also plausible, and there is no indication that the arXiv ID is missing or fake."",
  ""confidence"": ""high""
}",573,64,0.0,1.859,0,,,False,,
62,s2_real,valid,valid,valid,"The reference has a valid DOI and matches a known paper in the provided BibTeX string. The authors and title are consistent with the BibTeX string, and the year and venue are plausible for a paper in Polar Biology.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference has a valid DOI and matches a known paper in the provided BibTeX string. The authors and title are consistent with the BibTeX string, and the year and venue are plausible for a paper in Polar Biology."",
  ""confidence"": ""high""
}",523,67,0.0,1.937,0,,,False,,
63,s2_real,valid,fabricated,fabricated,"The reference is missing a venue and DOI, which are common fields in academic citations. Without further information, it's difficult to verify the paper's existence or consistency.",low,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The reference is missing a venue and DOI, which are common fields in academic citations. Without further information, it's difficult to verify the paper's existence or consistency."",
  ""confidence"": ""low""
}",501,57,0.0,1.647,0,,,False,,
64,iclr2026,fabricated,valid,valid,"The title, authors, and venue match a known paper, and the year is plausible for the venue. The lack of DOI and arXiv ID does not necessarily indicate fabrication, as they may be missing from the provided reference string.",medium,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The title, authors, and venue match a known paper, and the year is plausible for the venue. The lack of DOI and arXiv ID does not necessarily indicate fabrication, as they may be missing from the provided reference string."",
  ""confidence"": ""medium""
}",481,70,0.0,1.996,0,,,False,,
65,neurips,fabricated,valid,valid,"The title, authors, and year match the raw reference string, and the venue is a real academic journal. Without a DOI or arXiv ID, we cannot verify the paper's existence, but the provided information is consistent and suggests a real paper.",low,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The title, authors, and year match the raw reference string, and the venue is a real academic journal. Without a DOI or arXiv ID, we cannot verify the paper's existence, but the provided information is consistent and suggests a real paper."",
  ""confidence"": ""low""
}",445,74,0.0,2.106,0,,,False,,
66,neurips,fabricated,valid,valid,"The reference matches the provided raw string, and the authors, year, and venue are consistent with the string. The DOI and arXiv ID are missing, but this does not necessarily indicate fabrication.",low,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference matches the provided raw string, and the authors, year, and venue are consistent with the string. The DOI and arXiv ID are missing, but this does not necessarily indicate fabrication."",
  ""confidence"": ""low""
}",481,63,0.0,1.809,0,,,False,,
